brand_id,barcode,category,categoryCode,cpg,name,topBrand,brandCode,cpg_ref
5f3d6f44be37ce4ddbb1bb3e,511111315513,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,test brand @1597861700968,,TEST BRANDCODE @1597861700968,Cogs
5c76d3cd95144c5375687b4f,511111106876,Grocery,,5c76d20595144c5375687b4e,DASH-2249 Brand1,1.0,TEST BRAND CODE,Cogs
5f3ff223be37ce1c81aa1e11,511111115649,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1598026275245,,TEST BRANDCODE @1598026275245,Cogs
5a8c36dbe4b0ccf165fac9e9,511111204206,Canned Goods & Soups,,5a734034e4b0d58f376be874,Swanson,0.0,SWANSON,Cogs
55b630e1e4b0d8e685c14220,511111102618,,,55b62995e4b0d8e685c14213,A&W Rootbeer,,,Cogs
5f3ff222be37ce1c81aa1e0f,511111415626,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274668,,TEST BRANDCODE @1598026274668,Cogs
5c76db7295144c5375687b50,511111306887,Frozen,,5c76d20595144c5375687b4e,DASH-2249 Brand2,0.0,DASH-2249 1,Cogs
5da609991dda2c3e1416ae90,511111805854,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAY® WOMENS,0.0,511111805854,Cogs
5afda575e4b0c11cfecd49f9,511111104537,Snacks,,5a734034e4b0d58f376be874,Kettle Brand,0.0,KETTLE BRAND,Cogs
5ab154dde4b0915382df761f,511111404392,Canned Goods & Soups,,5a734034e4b0d58f376be874,Campbell's Soup at Hand,0.0,CAMPBELLS SOUP AT HAND ,Cogs
5f3e9195be37ce5a0e01b960,511111615583,Baking,BAKING,5f3e9195be37ce5a0e01b95f,test brand @1597936021514,,,Cogs
5fb82faebe37ce522e165ce9,511111117841,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Rainbo,0.0,RAINBO,Cogs
57e58157e4b0ac389136a30a,511111602279,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Crispin Cider Company,0.0,CRISPIN,Cogs
5fd3acb6be37ce0d9386bb41,511111318194,Baking,BAKING,5fd3acb5be37ce0d9386bb3e,test brand @1607707830137,0.0,TEST BRANDCODE @1607707830137,Cogs
5e90a545ee7f2d70340f40d7,511111114413,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Claritin®,0.0,CLARITIN®,Cogs
5daf5e94a60b87376833e362,511111706045,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Cookie Crisp™,,COOKIE CRISP,Cogs
5fb2852cbe37ce522e165caf,511111717317,Baking,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020441,0.0,TEST BRANDCODE @1605535020442,Cogs
5332f743e4b03c9a25efd109,511111903789,Snacks,,5332f5f2e4b03c9a25efd0aa,Keebler,,,Cpgs
5fa98944be37ce239d107100,511111417262,Baking,BAKING,5fa98944be37ce239d1070ff,test brand @1604946244750,0.0,TEST BRANDCODE @1604946244750,Cogs
5afda65de4b0c11cfecd49fb,511111004561,Snacks,,5a734034e4b0d58f376be874,SNYDERS OF HANOVER,0.0,SNYDERS OF HANOVER,Cogs
5332fa7ee4b03c9a25efd230,511111702894,,,5332f5ebe4b03c9a25efd0a8,Powerade,,,Cpgs
57ebbfafe4b0ac389136a332,511111002154,Condiments & Sauces,,559c2234e4b06aca36af13c6,Good Seasons,0.0,GOOD SEASONS,Cogs
5f493682be37ce52f8314fce,511111115922,Baking,BAKING,5f493682be37ce52f8314fcb,test brand @1598633602279,,TEST BRANDCODE @1598633602279,Cogs
57ace91ae4b057c992a316ac,511111602552,,,57ace90fe4b057c992a316ab,Pizza Pizza Pizza,,,Cpgs
5a5d2431e4b06ba572cf24a1,511111200246,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Revolver,,REVOLVER,Cogs
57e5810ce4b0ac389136a307,511111802280,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Keystone Light,0.0,KEYSTONE LIGHT,Cogs
5332f5f2e4b03c9a25efd0ab,511111604037,,,5332f5f3e4b03c9a25efd0ac,Our Family,,,Cpgs
5db9f9cca60b87376833e36b,511111806226,Snacks,,5332f5f3e4b03c9a25efd0ae,Fruit Roll-Ups™,,BETTY CROCKER FRUIT ROLL UPS,Cogs
5fd2a0c0be37ce49eb72c0f4,511111118169,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607639232356,0.0,TEST BRANDCODE @1607639232356,Cogs
5aa1b41de4b086c8aad5e096,511111304265,Condiments & Sauces,,559c2234e4b06aca36af13c6,MOMOFUKU Sauce,0.0,MOMOFUKU,Cogs
592486bee410d61fcea3d136,511111500735,Frozen,,5332f5f6e4b03c9a25efd0b4,POPSICLE,0.0,POPSICLE,Cogs
5332f603e4b03c9a25efd0be,511111103936,Beverages,,5332f5fbe4b03c9a25efd0ba,Mug Root Beer,0.0,MUG Root Beer,Cpgs
5afda699e4b0c11cfecd49fd,511111704584,Snacks,,5a734034e4b0d58f376be874,Tom's,0.0,TOMS,Cogs
5fc54c0bbe37ce1911dbb3b5,511111017899,Baking,BAKING,5fc54c0abe37ce1911dbb3b1,test brand @1606765579244,0.0,TEST BRANDCODE @1606765579244,Cogs
5f358338be37ce443bf9d55b,511111715320,Baking,BAKING,5f358338be37ce443bf9d557,test brand @1597342520305,,TEST BRANDCODE @1597342520305,Cogs
592486bfe410d61fcea3d137,511111000723,Dairy,,53e10d6368abd3c7065097cc,PROMISE,,PROMISE,Cogs
5a4d2295e4b0d5c3fd86b679,511111200529,Snacks,,5332f5fbe4b03c9a25efd0ba,OFF THE EATEN PATH,,OFF THE EATEN PATH,Cogs
5f628216be37ce78e6e2efaf,511111116684,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1600291350125,,TEST BRANDCODE @1600291350125,Cogs
5332f9fce4b03c9a25efd1cd,511111003199,,,5332f5f2e4b03c9a25efd0aa,Honey Smacks,,,Cpgs
5f9770bfbe37ce03d08a2d85,511111117070,Baking,BAKING,5f9770bfbe37ce03d08a2d83,test brand @1603760319758,,TEST BRANDCODE @1603760319758,Cogs
57ebc293e4b0ac389136a345,511111301974,Frozen,,559c2234e4b06aca36af13c6,Nancy's,0.0,NANCY'S,Cogs
5f513e9ebe37ce21f1287c00,511111816492,Baking,BAKING,5f513e9ebe37ce21f1287bff,test brand @1599159966676,,,Cogs
5332f7b8e4b03c9a25efd145,511111903413,,,5332f7a7e4b03c9a25efd134,Stella Artois,,,Cogs
5ab153fee4b0915382df761e,511111704379,Canned Goods & Soups,,5a734034e4b0d58f376be874,Campbell's Chunky Maxx,0.0,CAMPBELLS CHUNKY MAXX,Cogs
5aa1b5b9e4b05a92fc9b1631,511111004288,Condiments & Sauces,,559c2234e4b06aca36af13c6,FOOD NETWORK KITCHEN INSPIRATIONS,0.0,FOOD NETWORK KITCHEN INSPIRATIONS,Cogs
5f3e9172be37ce5a0e01b954,511111215547,Baking,BAKING,5f3e9172be37ce5a0e01b952,test brand @1597935986390,,TEST BRANDCODE @1597935986390,Cogs
5f4936ddbe37ce52f8314fdc,511111015970,Baking,BAKING,5f4936ddbe37ce52f8314fda,test brand @1598633693744,,TEST BRANDCODE @1598633693744,Cogs
57c0829ce4b0718ff5fcb03a,511111002437,,,5332f7a7e4b03c9a25efd134,Victoria,,,Cpgs
5a4d244ae4b0bcb2c74ea77f,511111500506,Snacks,,5332f5fbe4b03c9a25efd0ba,SABRITAS,,SABRITAS,Cogs
57ebbfa1e4b0ac389136a330,511111702177,Beverages,,559c2234e4b06aca36af13c6,Gevalia,0.0,GEVALIA KAFFE,Cogs
5f43faabbe37ce3ef3fd3715,511111115717,Baking,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603501,,TEST BRANDCODE @1598290603501,Cogs
59d550f4e4b090070b009534,511111600633,Dairy,,559c2234e4b06aca36af13c6,"O, That's Good!",0.0,O THAT'S GOOD,Cogs
585a9645e4b03e62d1ce0e79,511111801757,Snacks,,5332f5fbe4b03c9a25efd0ba,Chester's,1.0,CHESTER'S,Cogs
585a968ee4b03e62d1ce0e82,511111101666,Snacks,,5332f5fbe4b03c9a25efd0ba,Miss Vickies,,MISS VICKIE'S,Cogs
5d2f6b82a3a01810a2174aed,511111704867,Condiments & Sauces,,5332f5f6e4b03c9a25efd0b4,SIR KENSINGTON'S,,SIR KENSINGTON'S,Cogs
5fa98944be37ce239d1070fe,511111217251,Baking,BAKING,5fa98944be37ce239d1070fd,test brand @1604946244133,0.0,,Cogs
5332f9f2e4b03c9a25efd1c8,511111803232,,,5332f5f2e4b03c9a25efd0aa,Crispix,,,Cpgs
55a41b55e4b0d0a65b3692ef,511111502708,,,55a41b4be4b0d0a65b3692ee,NessAlla,,,Cpgs
5887a372e4b02187f85cdad9,511111001119,Snacks,,5332f5fbe4b03c9a25efd0ba,Doritos,1.0,DORITOS,Cogs
57ed0697e4b072ac2294b8f2,511111101895,Condiments & Sauces,,559c2234e4b06aca36af13c6,A.1.,1.0,A.1.,Cogs
55b630c2e4b0d8e685c1421d,511111002642,,,55b62995e4b0d8e685c14213,RC Cola,,,Cpgs
5332f605e4b03c9a25efd0c0,511111403913,,,5332f5fbe4b03c9a25efd0ba,Amp,,,Cogs
5f43faabbe37ce3ef3fd3716,511111315728,Baking,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603587,,TEST BRANDCODE @1598290603587,Cogs
5d66de49a3a018093ab3472a,511111505433,Beverages,,5332f5fbe4b03c9a25efd0ba,Looza Fruit Juices,,LOOZA JUICES,Cogs
5da605dc1dda2c3e1416ae83,511111005582,Health & Wellness,,5d9b4f591dda2c6225a284aa,Aleve®,,ALEVE,Cogs
5e3876bfee7f2d697e835bd3,511111613961,Beauty,,5e28b81cee7f2d697e835bcd,Soft-Sheen Carson - Hair Color,,SOFT-SHEEN CARSON - HAIR COLOR,Cogs
5fa98945be37ce239d107104,511111217305,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1604946245498,0.0,TEST BRANDCODE @1604946245499,Cogs
57ebc11fe4b0ac389136a33a,511111802075,Baking,,559c2234e4b06aca36af13c6,Kraft Caramels,0.0,,Cogs
5f494c5f04db711dd8fe87e5,511111716150,Baking,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639199117,,TEST BRANDCODE @1598639199117,Cogs
5bd201a990fa074576779a19,511111104698,Baby,,550b2565e4b001d5e9e4146f,Pull-Ups,0.0,PULL UPS,Cogs
5fb2852cbe37ce522e165cb1,511111417330,Baking,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020629,0.0,TEST BRANDCODE @1605535020629,Cogs
5332f60ce4b03c9a25efd0c3,511111303893,Beverages,,5332f5fbe4b03c9a25efd0ba,Brisk Iced Tea,0.0,BRISK,Cogs
5a7e0604e4b0aedb3b84afd3,511111504139,Beverages,,55b62995e4b0d8e685c14213,Chris Brand XYZ,,CHRISXYZ,Cogs
5332f9f2e4b03c9a25efd1c7,511111003243,,,5332f5f2e4b03c9a25efd0aa,All-Bran,,,Cpgs
57ebbd44e4b0ac389136a32d,511111002208,Condiments & Sauces,,559c2234e4b06aca36af13c6,Bull's Eye,0.0,BULL'S-EYE,Cogs
592486bee410d61fcea3d12f,511111600794,Frozen,,5332f5f6e4b03c9a25efd0b4,KLONDIKE,0.0,KLONDIKE,Cogs
592486bee410d61fcea3d12a,511111600848,Frozen,,53e10d6368abd3c7065097cc,FRUTTARE,,FRUTTARE,Cogs
5da60576a60b87376833e349,511111305569,Health & Wellness,,53e10d6368abd3c7065097cc,AFRIN® NO DRIP PUMP MISTS,,511111305569,Cogs
5332f5f5e4b03c9a25efd0b0,511111404002,,,5332f5f3e4b03c9a25efd0ae,Betty Crocker,,,Cpgs
580dff9fe4b0f32b2de21382,511111701859,Baking,,559c2234e4b06aca36af13c6,Knox Gelatin,0.0,KNOX,Cogs
5da608131dda2c3e1416ae8a,511111505716,Health & Wellness,,53e10d6368abd3c7065097cc,Claritin® ADULTS,,511111505716,Cogs
588b9f8fe4b02187f85cdada,511111501107,Snacks,,559c2234e4b06aca36af13c6,Planters,0.0,PLANTERS,Cogs
592486bde410d61fcea3d127,511111800873,Personal Care,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,DEGREE,0.0,DEGREE,Cogs
5a4d23dae4b0bcb2c74ea77e,511111000518,Beverages,,5332f5fbe4b03c9a25efd0ba,Caleb's Kola,0.0,CALEB'S KOLA,Cogs
5d66dc946d5f3b6188d4f04e,511111305408,Beverages,,5332f5fbe4b03c9a25efd0ba,Lemon Lemon Sparkling Drinks,,LEMON LEMON,Cogs
592486bfe410d61fcea3d140,511111300656,Personal Care,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,VASELINE,0.0,VASELINE,Cogs
5d658ff3a3a018514994f432,511111005216,Magazines,,53e10d6368abd3c7065097cc,Cooking Light Magazine,,511111005216,Cogs
5fcda494be37ce688e08b0cc,511111817932,Baking,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532178,0.0,TEST BRANDCODE @1607312532178,Cogs
5ef4f667be37ce2efae842ea,511111715047,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,5eebc5412455c97a877ef382,Pinesol,,PINESOL,Cogs
55b6308ee4b0d8e685c1421a,511111202677,,,55b62995e4b0d8e685c14213,Snapple,,,Cogs
5332f760e4b03c9a25efd11b,511111603719,,,5332f5ebe4b03c9a25efd0a8,Honest Ade,,,Cpgs
5f16f536be37ce2b30061e29,511111215103,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1595340086791,,TEST BRANDCODE @1595340086791,Cogs
5d642dbfa3a018514994f42e,511111005148,Magazines,,5d5d4fd16d5f3b23d1bc7905,Shape,,511111005148,Cogs
5e3875d2ee7f2d697e835bce,511111013914,Beauty,,5e28b81cee7f2d697e835bcd,Essie,,ESSIE,Cogs
5332f9f3e4b03c9a25efd1c9,511111303220,,,5332f5f2e4b03c9a25efd0aa,Pop-tarts,,,Cpgs
5c45f91b87ff3552f950f027,511111204923,Grocery,,5c45f8b087ff3552f950f026,Brand1,1.0,0987654321,Cogs
58861c7d4e8d0d20bc42c4d6,511111601449,Snacks,,559c2234e4b06aca36af13c6,Jell-O Refrigerated Pudding & Gelatin,0.0,,Cogs
55b630fde4b0d8e685c14223,511111502586,,,55b62995e4b0d8e685c14213,Diet Dr. Pepper,,,Cogs
5ab158e8e4b0915382df7622,511111404446,Canned Goods & Soups,,5a734034e4b0d58f376be874,Campbell's Well Yes!,0.0,CAMPBELLS WELL YES,Cogs
5fcda494be37ce688e08b0cf,511111717966,Baking,BAKING,5fcda494be37ce688e08b0cb,test brand @1607312532304,0.0,TEST BRANDCODE @1607312532304,Cogs
5f3ff222be37ce1c81aa1e0e,511111215615,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274643,,TEST BRANDCODE @1598026274643,Cogs
5f772952be37ce6b592e90d2,511111816775,Baking,BAKING,5f772951be37ce6b592e90d1,test brand @1601644881995,,TEST BRANDCODE @1601644881995,Cogs
5fa1c568be37ce402c4618f6,511111717249,Baking,BAKING,5fa1c568be37ce402c4618f5,test brand @1604437352935,0.0,,Cogs
5fb82236be37ce522e165cdf,511111217749,,,5fb6b608be37ce522e165cb9,Beef Steak,0.0,BEEF STEAK,Cogs
5a02188be4b00d6a5ccb394d,511111300588,Beauty,,5332f5f6e4b03c9a25efd0b4,POND'S,0.0,POND'S,Cogs
5e387617ee7f2d697e835bd0,511111713937,Beauty,,5e28b81cee7f2d697e835bcd,L’Oreal Paris - Cosmetics,,L’OREAL PARIS - COSMETICS,Cogs
57ebc2ace4b0ac389136a346,511111801962,Deli,,559c2234e4b06aca36af13c6,P3,0.0,,Cogs
5da6094ca60b87376833e357,511111605829,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAY® MENS,,511111605829,Cogs
5f16f536be37ce2b30061e28,511111615095,Baking,BAKING,5f16f535be37ce2b30061e24,test brand @1595340086078,,TEST BRANDCODE @1595340086078,Cogs
5f872b84be37ce66db5dd97a,511111917045,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1602694020787,,TEST BRANDCODE @1602694020787,Cogs
585a9726e4b03e62d1ce0e95,511111501497,Beverages,,53e10d6368abd3c7065097cc,Tazo,,,Cogs
5f7ba645be37ce23081c528d,511111516910,Baking,BAKING,5f7ba644be37ce23081c5289,test brand @1601939013649,,TEST BRANDCODE @1601939013649,Cogs
5332f7d3e4b03c9a25efd14e,511111803393,Snacks,,5332f5f2e4b03c9a25efd0aa,Cheez-It,,,Cpgs
5f504acabe37ce0b793c9418,511111316480,Baking,BAKING,5f504acabe37ce0b793c9417,test brand @1599097546963,,,Cogs
5afda3a8e4b03bf01c2a2967,511111604525,Snacks,,5a734034e4b0d58f376be874,Snack Factory,0.0,SNACK FACTORY,Cogs
57c08294e4b0718ff5fcb039,511111202448,,,5332f7a7e4b03c9a25efd134,Jupiler,,,Cpgs
5332f77ce4b03c9a25efd12a,511111703617,,,5332f5f3e4b03c9a25efd0ae,Gardetto's,,,Cpgs
5332f9ede4b03c9a25efd1c2,511111403289,,,5332f7ffe4b03c9a25efd16b,Danimals,,,Cpgs
58861c7e4e8d0d20bc42c4e2,511111201403,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Miller 64,0.0,MILLER64,Cogs
592486bee410d61fcea3d12d,511111700814,Dairy,,53e10d6368abd3c7065097cc,I CAN'T BELIEVE IT'S NOT BUTTER!,,I CAN'T BELIEVE IT'S NOT BUTTER!,Cogs
5da608dfa60b87376833e354,511111805786,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAY® ENERGY ,,511111805786,Cogs
5ffe3a87be37ce7aab2d4fd9,511111419532,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610496647142,0.0,TEST BRANDCODE @1610496647142,Cogs
5ffe3a87be37ce7aab2d4fdb,511111619543,Baking,BAKING,5ffe3a87be37ce7aab2d4fda,test brand @1610496647311,0.0,,Cogs
5ffe3a86be37ce7aab2d4fd7,511111719519,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646289,0.0,TEST BRANDCODE @1610496646289,Cogs
5fff3a7abe37ce2bb793010e,511111119555,Baking,BAKING,5fff3a7abe37ce2bb793010d,test brand @1610562170795,0.0,,Cogs
5ffe3a86be37ce7aab2d4fd8,511111919520,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646345,0.0,TEST BRANDCODE @1610496646345,Cogs
5ffe3a86be37ce7aab2d4fd6,511111219507,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,test brand @1610496646232,0.0,TEST BRANDCODE @1610496646232,Cogs
5ffe35eabe37ce5e01754c47,511111219385,Baking,BAKING,5ffe35eabe37ce5e01754c45,test brand @1610495466218,0.0,TEST BRANDCODE @1610495466218,Cogs
5ffe347ebe37ce5e01754c3f,511111119326,Baking,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102462,0.0,TEST BRANDCODE @1610495102462,Cogs
